,barrio,Con muertos,Atropello,Ciclo Ruta,Glorieta,Interseccion,Lote o Predio,Paso Elevado,Paso Inferior,Paso a Nivel,Pontón,Puente,Tramo de via,Tunel,Via peatonal,cluster
0,0,3.0,66.0,4.0,15.0,77.0,279.0,5.0,5.0,1.0,0.0,6.0,647.0,7.0,0.0,2
1,0103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3
2,0105,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
3,0109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
4,0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
5,0205,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
6,0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
7,0211,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
8,0301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
9,0302,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
10,0303,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
11,0304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
12,0306,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
13,0307,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
14,0309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,0310,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
16,0312,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3
17,0402,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3
18,0408,0.0,5.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3
19,0409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
20,0413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
21,0505,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
22,0509,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
23,0514,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
24,0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
25,0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
26,0712,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
27,0716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
28,0717,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
29,0803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
30,0809,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
31,0811,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3
32,0813,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
33,0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
34,0819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
35,0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
36,0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
37,0907,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3
38,0912,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39,0914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
40,1001,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3
41,1003,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3
42,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
43,1007,0.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3
44,1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
45,1011,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
46,1012,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
47,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
48,1018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3
49,1019,0.0,5.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3
50,1020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
51,1101,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3
52,1102,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
53,1103,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3
54,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
55,1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
56,1114,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
57,1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
58,1204,0.0,4.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3
59,1205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
60,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
61,1211,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
62,1306,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
63,1408,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3
64,1419,0.0,1.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,1.0,3
65,1422,0.0,1.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3
66,1423,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,3
67,1503,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
68,1504,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3
69,1507,0.0,2.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3
70,1510,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3
71,1511,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
72,1603,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3
73,1605,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
74,1611,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3
75,1612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
76,1613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
77,1620,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
78,5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
79,6001,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3
80,7001,0.0,10.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3
81,7002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3
82,9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
83,9086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
84,AUC1,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3
85,AUC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
86,Aguas Frias,0.0,5.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3
87,Aguas frias,0.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,3
88,Aldea Pablo VI,0.0,24.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,3
89,Alejandro Echavarría,2.0,108.0,3.0,20.0,193.0,148.0,0.0,1.0,0.0,0.0,0.0,667.0,0.0,0.0,2
90,Alejandría,0.0,18.0,1.0,4.0,96.0,88.0,0.0,0.0,1.0,0.0,1.0,440.0,0.0,0.0,1
91,Alfonso López,0.0,148.0,9.0,0.0,161.0,157.0,0.0,0.0,1.0,0.0,0.0,834.0,0.0,0.0,2
92,Altamira,0.0,49.0,9.0,11.0,99.0,117.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,1
93,Altavista,0.0,61.0,2.0,0.0,63.0,40.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,1
94,Altavista Sector Central,0.0,39.0,2.0,0.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,1
95,Altos del Poblado,1.0,14.0,1.0,1.0,35.0,32.0,2.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,1
96,Andalucía,0.0,69.0,2.0,0.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,1
97,Antonio Nariño,0.0,38.0,2.0,0.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,1
98,Aranjuez,0.0,67.0,0.0,1.0,80.0,63.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,1
99,Area De Expansion Altavista,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3
100,Area De Expansion Belen Rincon,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3
101,Area de Expansion Altos de Calasanz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3
102,Asomadera No. 1,2.0,26.0,2.0,0.0,59.0,72.0,9.0,0.0,0.0,0.0,3.0,722.0,0.0,0.0,2
103,Asomadera No. 2,0.0,12.0,3.0,2.0,71.0,52.0,0.0,0.0,0.0,1.0,0.0,486.0,0.0,0.0,1
104,Asomadera No. 3,0.0,2.0,1.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,3
105,Asomadera No.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
106,Astorga,0.0,11.0,1.0,0.0,129.0,14.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1
107,Aures No. 2,0.0,88.0,3.0,1.0,90.0,149.0,11.0,0.0,0.0,0.0,4.0,462.0,0.0,0.0,1
108,Aures No.1,0.0,81.0,0.0,0.0,73.0,113.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,1
109,Aures No.2,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3
110,B. Cerro  El Volador,0.0,32.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,1
111,Barrio Caicedo,1.0,118.0,7.0,25.0,263.0,123.0,0.0,0.0,2.0,0.0,3.0,633.0,0.0,0.0,2
112,Barrio Colombia,1.0,57.0,1.0,24.0,224.0,90.0,0.0,1.0,1.0,0.0,0.0,939.0,0.0,0.0,2
113,Barrio Colón,5.0,385.0,13.0,76.0,948.0,217.0,76.0,5.0,3.0,1.0,10.0,3124.0,1.0,2.0,0
114,Barrio Cristóbal,0.0,11.0,2.0,0.0,56.0,11.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,3
115,Barrio de Jesús,2.0,69.0,2.0,0.0,28.0,60.0,1.0,0.0,0.0,0.0,1.0,320.0,0.0,0.0,1
116,Barrios de Jesús,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
117,Batallón Girardot,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3
118,Belalcázar,0.0,40.0,3.0,0.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,0.0,2
119,Belencito,0.0,23.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,3
120,Bello Horizonte,0.0,58.0,0.0,0.0,97.0,34.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,1
121,Belén,3.0,212.0,13.0,366.0,468.0,261.0,1.0,3.0,1.0,0.0,0.0,1841.0,0.0,0.0,0
122,Berlin,2.0,188.0,4.0,0.0,238.0,125.0,0.0,0.0,1.0,0.0,0.0,638.0,0.0,0.0,2
123,Berlín,0.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3
124,Bermejal-Los Alamos,1.0,58.0,0.0,0.0,25.0,44.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,1
125,Betania,0.0,25.0,0.0,1.0,11.0,26.0,0.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,3
126,Blanquizal,0.0,19.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,0.0,3
127,Bolivariana,1.0,51.0,4.0,9.0,247.0,105.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,1
128,Bomboná No. 1,2.0,84.0,3.0,0.0,459.0,68.0,1.0,0.0,0.0,0.0,0.0,838.0,0.0,0.0,2
129,Bomboná No. 2,1.0,48.0,0.0,0.0,48.0,67.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,1
130,Bomboná No.1,0.0,6.0,1.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3
131,Boqueron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
132,Bosques de San Pablo,0.0,21.0,0.0,2.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,1
133,Boston,2.0,273.0,8.0,38.0,987.0,199.0,1.0,0.0,0.0,0.0,1.0,1513.0,0.0,3.0,2
134,Boyacá,0.0,67.0,2.0,3.0,162.0,120.0,0.0,1.0,0.0,0.0,0.0,447.0,0.0,0.0,1
135,Brasilia,0.0,90.0,5.0,2.0,183.0,75.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,1
136,Buenos Aires,0.0,95.0,3.0,1.0,441.0,105.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,2
137,Buga Patio Bonito,0.0,4.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,3
138,Cabecera San Antonio de Prado,9.0,470.0,18.0,12.0,375.0,264.0,6.0,21.0,2.0,0.0,6.0,3020.0,3.0,2.0,0
139,Cabecera Urbana San Cristobal,1.0,117.0,2.0,0.0,46.0,95.0,1.0,1.0,0.0,0.0,2.0,534.0,0.0,0.0,1
140,Calasanz,0.0,41.0,2.0,58.0,302.0,57.0,1.0,1.0,0.0,0.0,0.0,453.0,0.0,1.0,1
141,Calasanz Parte Alta,0.0,24.0,0.0,0.0,110.0,62.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,1
142,Calle Nueva,2.0,138.0,6.0,372.0,284.0,87.0,49.0,3.0,1.0,0.0,17.0,1198.0,0.0,3.0,2
143,Campo Alegre,1.0,70.0,2.0,44.0,110.0,75.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,1
144,Campo Amor,8.0,245.0,20.0,622.0,474.0,334.0,79.0,7.0,7.0,0.0,32.0,3541.0,2.0,2.0,0
145,Campo Valdés No. 1,4.0,233.0,1.0,0.0,472.0,177.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,2
146,Campo Valdés No. 2,1.0,218.0,8.0,1.0,264.0,165.0,0.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,2
147,Campo Valdés No.2,0.0,17.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,3
148,Caribe,8.0,192.0,18.0,17.0,371.0,477.0,87.0,31.0,15.0,0.0,23.0,3807.0,0.0,1.0,0
149,Carlos E. Restrepo,5.0,155.0,13.0,1.0,633.0,239.0,10.0,2.0,5.0,2.0,53.0,2378.0,0.0,0.0,0
150,Carpinelo,0.0,50.0,1.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,3
151,Castilla,2.0,350.0,12.0,0.0,574.0,419.0,4.0,0.0,0.0,0.0,7.0,1880.0,0.0,0.0,0
152,Castropol,0.0,66.0,6.0,4.0,153.0,124.0,1.0,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,2
153,Cataluña,0.0,25.0,3.0,0.0,29.0,53.0,0.0,0.0,0.0,1.0,0.0,229.0,0.0,0.0,1
154,Cementerio Universal,0.0,7.0,1.0,2.0,46.0,28.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,1
155,Centro Administrativo,0.0,25.0,1.0,0.0,56.0,33.0,4.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,1
156,Cerro Nutibara,2.0,50.0,7.0,3.0,122.0,86.0,29.0,5.0,4.0,0.0,82.0,843.0,1.0,0.0,2
157,Corazón de Jesús,4.0,214.0,11.0,28.0,373.0,102.0,9.0,9.0,2.0,0.0,35.0,2146.0,0.0,0.0,0
158,Cristo Rey,1.0,164.0,11.0,0.0,350.0,157.0,60.0,1.0,0.0,0.0,24.0,1743.0,0.0,1.0,2
159,Cuarta Brigada,2.0,116.0,7.0,0.0,400.0,122.0,0.0,0.0,0.0,1.0,0.0,857.0,0.0,0.0,2
160,Cucaracho,2.0,69.0,13.0,0.0,98.0,161.0,1.0,0.0,0.0,0.0,1.0,809.0,0.0,0.0,2
161,Córdoba,0.0,60.0,1.0,63.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,1
162,Diego Echavarría,1.0,17.0,3.0,30.0,64.0,49.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,1
163,Doce de Octubre No.1,0.0,117.0,4.0,1.0,48.0,116.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,1
164,Doce de Octubre No.2,1.0,127.0,3.0,12.0,78.0,122.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,1.0,1
165,Eduardo Santos,0.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,3
166,El Astillero,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3
167,El Castillo,0.0,15.0,1.0,3.0,59.0,24.0,7.0,0.0,0.0,0.0,3.0,370.0,0.0,0.0,1
168,El Chagualo,3.0,192.0,3.0,131.0,317.0,126.0,14.0,39.0,4.0,0.0,47.0,1499.0,1.0,1.0,2
169,El Compromiso,0.0,47.0,0.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,3
170,El Corazon El Morro,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3
171,El Corazón,0.0,28.0,1.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,3
172,El Danubio,2.0,32.0,3.0,0.0,154.0,43.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,1
173,El Diamante,1.0,146.0,5.0,28.0,161.0,184.0,0.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,2
174,El Diamante No. 2,0.0,7.0,0.0,0.0,47.0,25.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1
175,El Estadio,1.0,111.0,4.0,3.0,246.0,81.0,0.0,1.0,0.0,0.0,0.0,808.0,0.0,0.0,2
176,El Llano SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
177,El Nogal-Los Almendros,0.0,23.0,1.0,20.0,138.0,14.0,0.0,3.0,1.0,0.0,0.0,292.0,0.0,0.0,1
178,El Pesebre,1.0,34.0,0.0,0.0,19.0,43.0,11.0,0.0,0.0,0.0,5.0,179.0,0.0,0.0,1
179,El Picacho,0.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3
180,El Pinal,0.0,117.0,1.0,0.0,56.0,86.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,1
181,El Plan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
182,El Poblado,1.0,81.0,8.0,1.0,332.0,100.0,3.0,0.0,0.0,0.0,0.0,1246.0,0.0,2.0,2
183,El Pomar,0.0,75.0,0.0,0.0,84.0,42.0,0.0,0.0,0.0,0.0,1.0,295.0,2.0,0.0,1
184,El Progreso,1.0,111.0,7.0,27.0,344.0,221.0,3.0,1.0,1.0,0.0,0.0,1394.0,0.0,0.0,2
185,El Progreso No.2,0.0,24.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,3
186,El Raizal,0.0,107.0,1.0,0.0,91.0,109.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,1
187,El Rincón,0.0,100.0,9.0,63.0,91.0,168.0,1.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,2
188,El Rodeo,1.0,22.0,0.0,3.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,1
189,El Salado,0.0,34.0,1.0,5.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,3
190,El Salvador,0.0,77.0,3.0,5.0,122.0,109.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,1
191,El Socorro,1.0,24.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,3
192,El Tesoro,0.0,23.0,1.0,10.0,98.0,116.0,2.0,1.0,0.0,0.0,1.0,548.0,0.0,0.0,1
193,El Triunfo,0.0,17.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,3
194,El Uvito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
195,El Velódromo,0.0,46.0,3.0,3.0,181.0,39.0,0.0,0.0,0.0,1.0,2.0,580.0,0.0,0.0,2
196,El Vergel,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3
197,Enciso,0.0,101.0,2.0,4.0,152.0,101.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,1
198,Estación Villa,0.0,243.0,2.0,150.0,294.0,121.0,3.0,8.0,0.0,0.0,1.0,1073.0,0.0,0.0,2
199,Facultad Veterinaria y Zootecnia U.de.A.,0.0,13.0,2.0,0.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,3
200,Facultad de Minas U. Nacional,0.0,46.0,4.0,0.0,179.0,190.0,0.0,1.0,0.0,0.0,0.0,1008.0,0.0,1.0,2
201,Ferrini,1.0,26.0,1.0,0.0,90.0,31.0,0.0,1.0,0.0,0.0,2.0,194.0,0.0,0.0,1
202,Florencia,0.0,46.0,1.0,0.0,100.0,53.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1
203,Florida Nueva,0.0,110.0,4.0,2.0,194.0,57.0,1.0,0.0,0.0,0.0,1.0,723.0,0.0,0.0,2
204,Francisco Antonio Zea,0.0,82.0,2.0,0.0,101.0,64.0,0.0,0.0,0.0,0.0,1.0,452.0,0.0,0.0,1
205,Fuente Clara,2.0,18.0,1.0,0.0,14.0,24.0,0.0,0.0,1.0,0.0,3.0,124.0,0.0,0.0,3
206,Fátima,1.0,58.0,5.0,1.0,410.0,83.0,6.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,2
207,Gerona,0.0,79.0,2.0,2.0,164.0,75.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,1
208,Girardot,0.0,97.0,3.0,3.0,139.0,158.0,1.0,1.0,0.0,0.0,0.0,689.0,0.0,0.0,2
209,Granada,0.0,55.0,4.0,0.0,145.0,28.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,1
